3996.35772,0.030705
3994.428976,0.030785
3992.500232,0.030844
3990.571488,0.030787
3988.642744,0.030619
3986.714,0.030504
3984.785256,0.030634
3982.856511,0.030839
3980.927767,0.030902
3978.999023,0.030968
3977.070279,0.031082
3975.141535,0.031032
3973.212791,0.030926
3971.284047,0.030966
3969.355303,0.030983
3967.426559,0.030978
3965.497815,0.031067
3963.569071,0.031039
3961.640327,0.030886
3959.711583,0.030834
3957.782839,0.030812
3955.854094,0.030767
3953.92535,0.030871
3951.996606,0.031108
3950.067862,0.031221
3948.139118,0.031131
3946.210374,0.031023
3944.28163,0.030983
3942.352886,0.030893
3940.424142,0.030736
3938.495398,0.030675
3936.566654,0.03078
3934.63791,0.030912
3932.709166,0.030892
3930.780422,0.030739
3928.851677,0.030699
3926.922933,0.030805
3924.994189,0.030803
3923.065445,0.03066
3921.136701,0.030604
3919.207957,0.030694
3917.279213,0.030786
3915.350469,0.030838
3913.421725,0.030759
3911.492981,0.030508
3909.564237,0.030423
3907.635493,0.030614
3905.706749,0.030769
3903.778004,0.030834
3901.84926,0.030983
3899.920516,0.031101
3897.991772,0.030965
3896.063028,0.030739
3894.134284,0.030674
3892.20554,0.030681
3890.276796,0.030659
3888.348052,0.030679
3886.419308,0.030684
3884.490564,0.03057
3882.56182,0.030469
3880.633076,0.03048
3878.704332,0.030551
3876.775587,0.030716
3874.846843,0.030945
3872.918099,0.031111
3870.989355,0.031188
3869.060611,0.031237
3867.131867,0.031248
3865.203123,0.03109
3863.274379,0.030772
3861.345635,0.030527
3859.416891,0.030515
3857.488147,0.030691
3855.559403,0.030856
3853.630659,0.030842
3851.701915,0.030692
3849.77317,0.030521
3847.844426,0.030405
3845.915682,0.030382
3843.986938,0.030392
3842.058194,0.0305
3840.12945,0.030723
3838.200706,0.030783
3836.271962,0.03072
3834.343218,0.030817
3832.414474,0.030887
3830.48573,0.030727
3828.556986,0.030555
3826.628242,0.030503
3824.699497,0.030483
3822.770753,0.030527
3820.842009,0.030646
3818.913265,0.030741
3816.984521,0.0308
3815.055777,0.030774
3813.127033,0.030657
3811.198289,0.030559
3809.269545,0.030511
3807.340801,0.030515
3805.412057,0.030578
3803.483313,0.03068
3801.554569,0.030739
3799.625825,0.030651
3797.69708,0.030478
3795.768336,0.030399
3793.839592,0.030406
3791.910848,0.030323
3789.982104,0.030134
3788.05336,0.030057
3786.124616,0.030223
3784.195872,0.030356
3782.267128,0.030232
3780.338384,0.030146
3778.40964,0.030308
3776.480896,0.03046
3774.552152,0.03041
3772.623408,0.030303
3770.694663,0.03027
3768.765919,0.03021
3766.837175,0.030095
3764.908431,0.03004
3762.979687,0.030023
3761.050943,0.029972
3759.122199,0.029899
3757.193455,0.029863
3755.264711,0.030036
3753.335967,0.030398
3751.407223,0.030508
3749.478479,0.030256
3747.549735,0.03007
3745.62099,0.030078
3743.692246,0.030028
3741.763502,0.029867
3739.834758,0.029834
3737.906014,0.029911
3735.97727,0.029922
3734.048526,0.029951
3732.119782,0.029957
3730.191038,0.029795
3728.262294,0.029695
