3996.35772,0.105818,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
3994.428976,0.105396,,,,,
3992.500232,0.105251,,,,,
3990.571488,0.105295,,,,,
3988.642744,0.105344,,,,,
3986.714,0.105281,,,,,
3984.785256,0.105087,,,,,
3982.856511,0.105059,,,,,
3980.927767,0.105337,,,,,
3978.999023,0.105574,,,,,
3977.070279,0.105545,,,,,
3975.141535,0.105407,,,,,
3973.212791,0.105353,,,,,
3971.284047,0.105408,,,,,
3969.355303,0.105462,,,,,
3967.426559,0.105402,,,,,
3965.497815,0.105342,,,,,
3963.569071,0.105397,,,,,
3961.640327,0.105325,,,,,
3959.711583,0.105097,,,,,
3957.782839,0.104982,,,,,
3955.854094,0.104939,,,,,
3953.92535,0.104885,,,,,
3951.996606,0.104784,,,,,
3950.067862,0.104609,,,,,
3948.139118,0.104541,,,,,
3946.210374,0.1046,,,,,
3944.28163,0.104688,,,,,
3942.352886,0.104853,,,,,
3940.424142,0.105114,,,,,
3938.495398,0.105293,,,,,
3936.566654,0.105121,,,,,
3934.63791,0.104718,,,,,
3932.709166,0.104408,,,,,
3930.780422,0.104202,,,,,
3928.851677,0.104142,,,,,
3926.922933,0.10431,,,,,
3924.994189,0.104496,,,,,
3923.065445,0.104547,,,,,
3921.136701,0.104473,,,,,
3919.207957,0.104358,,,,,
3917.279213,0.104437,,,,,
3915.350469,0.104688,,,,,
3913.421725,0.104819,,,,,
3911.492981,0.104805,,,,,
3909.564237,0.104783,,,,,red = nylon8
3907.635493,0.104759,,,,,
3905.706749,0.104702,,,,,
3903.778004,0.104709,,,,,
3901.84926,0.104865,,,,,
3899.920516,0.104971,,,,,
3897.991772,0.104795,,,,,
3896.063028,0.104442,,,,,
3894.134284,0.104212,,,,,
3892.20554,0.10423,,,,,
3890.276796,0.104337,,,,,
3888.348052,0.104377,,,,,
3886.419308,0.104311,,,,,
3884.490564,0.104199,,,,,
3882.56182,0.104162,,,,,
3880.633076,0.10419,,,,,
3878.704332,0.104269,,,,,
3876.775587,0.104426,,,,,
3874.846843,0.104565,,,,,
3872.918099,0.10458,,,,,
3870.989355,0.104366,,,,,
3869.060611,0.104043,,,,,
3867.131867,0.103955,,,,,
3865.203123,0.104036,,,,,
3863.274379,0.104038,,,,,
3861.345635,0.104025,,,,,
3859.416891,0.104106,,,,,
3857.488147,0.104289,,,,,
3855.559403,0.104431,,,,,
3853.630659,0.104241,,,,,
3851.701915,0.103886,,,,,
3849.77317,0.103815,,,,,
3847.844426,0.103843,,,,,
3845.915682,0.103685,,,,,
3843.986938,0.103597,,,,,
3842.058194,0.103702,,,,,
3840.12945,0.103665,,,,,
3838.200706,0.103462,,,,,
