Unnamed: 0,lucas,Unnamed: 2
,3996.35772,0.00041
,3994.428976,0.000486
,3992.500232,0.000367
,3990.571488,0.000289
,3988.642744,0.000327
,3986.714,0.000372
,3984.785256,0.000254
,3982.856511,9e-06
,3980.927767,-7.8e-05
,3978.999023,2.1e-05
,3977.070279,0.000101
,3975.141535,0.000269
,3973.212791,0.000589
,3971.284047,0.00076
,3969.355303,0.000647
,3967.426559,0.000437
,3965.497815,0.000232
,3963.569071,2e-06
,3961.640327,-0.000129
,3959.711583,-1.6e-05
,3957.782839,0.000164
,3955.854094,0.000168
,3953.92535,4.8e-05
,3951.996606,-1.6e-05
,3950.067862,1.6e-05
,3948.139118,7.5e-05
,3946.210374,9.7e-05
,3944.28163,3e-05
,3942.352886,-5.1e-05
,3940.424142,-1.4e-05
,3938.495398,0.000112
,3936.566654,0.000277
,3934.63791,0.000398
,3932.709166,0.000286
,3930.780422,3.6e-05
,3928.851677,-4.2e-05
,3926.922933,1.5e-05
,3924.994189,3.9e-05
,3923.065445,1.1e-05
,3921.136701,-9.4e-05
,3919.207957,-0.00017
,3917.279213,-3.2e-05
,3915.350469,0.000256
,3913.421725,0.000444
,3911.492981,0.000411
,3909.564237,0.000282
,3907.635493,0.000118
,3905.706749,-0.000102
,3903.778004,-0.000159
,3901.84926,0.000106
,3899.920516,0.000428
,3897.991772,0.000491
,3896.063028,0.000332
,3894.134284,0.000229
,3892.20554,0.000236
,3890.276796,0.000168
,3888.348052,5.1e-05
,3886.419308,6.5e-05
,3884.490564,0.000201
,3882.56182,0.000271
,3880.633076,0.00016
,3878.704332,6e-05
,3876.775587,6.5e-05
,3874.846843,-2.5e-05
,3872.918099,-0.000139
,3870.989355,-0.000112
,3869.060611,-3.9e-05
,3867.131867,1e-06
,3865.203123,3e-06
,3863.274379,4.1e-05
,3861.345635,0.000175
,3859.416891,0.000305
,3857.488147,0.000334
,3855.559403,0.000201
,3853.630659,-6e-05
,3851.701915,-0.000199
,3849.77317,-9.5e-05
,3847.844426,6.2e-05
,3845.915682,0.000151
,3843.986938,0.000214
,3842.058194,0.00022
,3840.12945,0.00015
,3838.200706,9.7e-05
,3836.271962,0.00015
,3834.343218,0.000306
,3832.414474,0.000408
,3830.48573,0.000342
,3828.556986,0.000211
,3826.628242,8.8e-05
,3824.699497,2e-05
,3822.770753,9.8e-05
,3820.842009,0.000198
,3818.913265,0.000145
,3816.984521,1.1e-05
,3815.055777,-0.000113
,3813.127033,-0.000163
,3811.198289,-5.4e-05
,3809.269545,0.000154
,3807.340801,0.000269
,3805.412057,0.000135
,3803.483313,-0.000153
,3801.554569,-0.000277
,3799.625825,-0.00014
,3797.69708,7.9e-05
,3795.768336,0.000304
,3793.839592,0.000413
,3791.910848,0.00026
,3789.982104,3e-06
,3788.05336,-0.00015
,3786.124616,-0.000195
,3784.195872,-0.000103
,3782.267128,9e-05
,3780.338384,0.000183
,3778.40964,0.000169
,3776.480896,0.000193
,3774.552152,0.000264
,3772.623408,0.000334
,3770.694663,0.000308
,3768.765919,0.000105
,3766.837175,-0.000122
,3764.908431,-0.000113
,3762.979687,8.4e-05
,3761.050943,0.000207
,3759.122199,0.000207
,3757.193455,0.000168
,3755.264711,0.000221
,3753.335967,0.000403
,3751.407223,0.000468
,3749.478479,0.00031
,3747.549735,5.2e-05
,3745.62099,-0.000251
,3743.692246,-0.000426
,3741.763502,-0.000306
,3739.834758,-8.2e-05
,3737.906014,6.6e-05
,3735.97727,0.000187
,3734.048526,0.000231
,3732.119782,0.000126
,3730.191038,2.3e-05
,3728.262294,1.3e-05
,3726.33355,4.6e-05
,3724.404806,0.000103
,3722.476062,0.000155
,3720.547318,3.9e-05
,3718.618573,-0.000254
,3716.689829,-0.000372
,3714.761085,-0.000217
,3712.832341,-7e-05
,3710.903597,-5.2e-05
,3708.974853,-0.000172
,3707.046109,-0.000296
,3705.117365,-0.000193
,3703.188621,7.9e-05
,3701.259877,0.000351
,3699.331133,0.000523
,3697.402389,0.000543
,3695.473645,0.000437
,3693.5449,0.000214
,3691.616156,6.5e-05
,3689.687412,0.000233
,3687.758668,0.000512
,3685.829924,0.000584
,3683.90118,0.000467
,3681.972436,0.000316
,3680.043692,0.000223
,3678.114948,0.000142
,3676.186204,3.8e-05
,3674.25746,7.4e-05
,3672.328716,0.000283
,3670.399972,0.000427
,3668.471228,0.000295
,3666.542483,-1.7e-05
,3664.613739,-0.000175
,3662.684995,-4.9e-05
,3660.756251,0.000253
,3658.827507,0.000601
,3656.898763,0.000845
,3654.970019,0.00087
,3653.041275,0.000715
,3651.112531,0.000537
,3649.183787,0.000387
,3647.255043,0.000223
,3645.326299,0.000105
,3643.397555,-1.8e-05
,3641.468811,-0.000174
,3639.540066,-9.6e-05
,3637.611322,0.000225
,3635.682578,0.000457
,3633.753834,0.000482
,3631.82509,0.000343
,3629.896346,0.000121
,3627.967602,3.1e-05
,3626.038858,0.000188
,3624.110114,0.000389
,3622.18137,0.000361
,3620.252626,0.000228
,3618.323882,0.000332
,3616.395138,0.000561
,3614.466393,0.000547
,3612.537649,0.000268
,3610.608905,1.7e-05
,3608.680161,-2.1e-05
,3606.751417,6.3e-05
,3604.822673,0.000186
,3602.893929,0.000353
,3600.965185,0.00044
,3599.036441,0.000354
,3597.107697,0.000217
,3595.178953,0.000142
,3593.250209,6.2e-05
,3591.321465,-6.7e-05
,3589.392721,-0.000113
,3587.463976,0.000138
,3585.535232,0.000583
,3583.606488,0.000791
,3581.677744,0.00072
,3579.749,0.000662
,3577.820256,0.000558
,3575.891512,0.000349
,3573.962768,0.000226
,3572.034024,0.000103
,3570.10528,-4.6e-05
,3568.176536,2.7e-05
,3566.247792,0.000196
,3564.319048,0.000142
,3562.390304,3.6e-05
,3560.461559,0.000202
,3558.532815,0.000444
,3556.604071,0.000423
,3554.675327,0.000281
,3552.746583,0.000202
,3550.817839,0.0002
,3548.889095,0.000331
,3546.960351,0.000474
,3545.031607,0.000494
,3543.102863,0.000431
,3541.174119,0.00029
,3539.245375,0.000196
,3537.316631,0.000318
,3535.387886,0.000457
,3533.459142,0.000401
,3531.530398,0.000351
,3529.601654,0.000435
,3527.67291,0.000549
,3525.744166,0.000707
,3523.815422,0.000775
,3521.886678,0.000554
,3519.957934,0.000288
,3518.02919,0.000208
,3516.100446,0.00016
,3514.171702,0.000139
,3512.242958,0.000304
,3510.314214,0.000488
,3508.385469,0.000557
,3506.456725,0.000688
,3504.527981,0.000814
,3502.599237,0.000788
,3500.670493,0.000706
,3498.741749,0.000543
,3496.813005,0.000263
,3494.884261,2.4e-05
,3492.955517,2.9e-05
,3491.026773,0.000311
,3489.098029,0.000625
,3487.169285,0.000804
,3485.240541,0.00091
,3483.311796,0.000928
,3481.383052,0.000801
,3479.454308,0.000647
,3477.525564,0.000664
,3475.59682,0.000835
,3473.668076,0.000932
,3471.739332,0.000833
,3469.810588,0.000657
,3467.881844,0.000559
,3465.9531,0.000523
,3464.024356,0.000495
,3462.095612,0.000588
,3460.166868,0.000836
,3458.238124,0.000998
,3456.309379,0.000928
,3454.380635,0.000762
,3452.451891,0.00059
,3450.523147,0.000434
,3448.594403,0.000353
,3446.665659,0.000351
,3444.736915,0.00046
,3442.808171,0.000634
,3440.879427,0.000649
,3438.950683,0.000596
,3437.021939,0.000747
,3435.093195,0.000955
,3433.164451,0.001023
,3431.235707,0.001009
,3429.306962,0.000963
,3427.378218,0.000876
,3425.449474,0.000805
,3423.52073,0.000804
,3421.591986,0.00081
,3419.663242,0.000851
,3417.734498,0.000979
,3415.805754,0.000982
,3413.87701,0.000803
,3411.948266,0.000689
,3410.019522,0.000706
,3408.090778,0.000713
,3406.162034,0.000652
,3404.233289,0.000574
,3402.304545,0.000581
,3400.375801,0.000713
,3398.447057,0.000794
,3396.518313,0.000714
,3394.589569,0.000639
,3392.660825,0.000659
,3390.732081,0.000732
,3388.803337,0.00083
,3386.874593,0.000863
,3384.945849,0.000847
,3383.017105,0.000881
,3381.088361,0.000879
,3379.159617,0.00074
,3377.230872,0.000514
,3375.302128,0.000321
,3373.373384,0.000277
,3371.44464,0.000366
,3369.515896,0.000489
,3367.587152,0.000555
,3365.658408,0.000507
,3363.729664,0.000389
,3361.80092,0.000299
,3359.872176,0.000339
,3357.943432,0.000509
,3356.014688,0.000636
,3354.085944,0.00063
,3352.1572,0.000564
,3350.228455,0.000504
,3348.299711,0.000489
,3346.370967,0.000476
,3344.442223,0.000403
,3342.513479,0.000347
,3340.584735,0.000415
,3338.655991,0.000576
,3336.727247,0.000671
,3334.798503,0.00057
,3332.869759,0.000402
,3330.941015,0.000402
,3329.012271,0.000557
,3327.083527,0.000709
,3325.154782,0.000802
,3323.226038,0.000859
,3321.297294,0.000895
,3319.36855,0.000863
,3317.439806,0.000751
,3315.511062,0.000644
,3313.582318,0.000583
,3311.653574,0.000567
,3309.72483,0.000583
,3307.796086,0.000609
,3305.867342,0.000714
,3303.938598,0.00087
,3302.009854,0.000823
,3300.08111,0.000577
,3298.152365,0.000461
,3296.223621,0.000479
,3294.294877,0.000454
,3292.366133,0.000508
,3290.437389,0.000704
,3288.508645,0.00085
,3286.579901,0.000907
,3284.651157,0.000967
,3282.722413,0.000958
,3280.793669,0.000785
,3278.864925,0.000545
,3276.936181,0.000413
,3275.007437,0.000445
,3273.078692,0.000486
,3271.149948,0.000436
,3269.221204,0.000414
,3267.29246,0.000418
,3265.363716,0.00035
,3263.434972,0.000354
,3261.506228,0.000514
,3259.577484,0.000627
,3257.64874,0.000581
,3255.719996,0.000524
,3253.791252,0.000532
,3251.862508,0.000539
,3249.933764,0.00051
,3248.00502,0.000431
,3246.076275,0.000355
,3244.147531,0.000284
,3242.218787,0.00018
,3240.290043,0.000126
,3238.361299,0.000154
,3236.432555,0.000278
,3234.503811,0.000453
,3232.575067,0.000484
,3230.646323,0.000426
,3228.717579,0.000493
,3226.788835,0.000616
,3224.860091,0.00068
,3222.931347,0.000771
,3221.002603,0.00089
,3219.073858,0.000856
,3217.145114,0.000628
,3215.21637,0.000437
,3213.287626,0.000455
,3211.358882,0.000529
,3209.430138,0.000529
,3207.501394,0.000508
,3205.57265,0.000452
,3203.643906,0.000359
,3201.715162,0.00031
,3199.786418,0.000349
,3197.857674,0.000393
,3195.92893,0.000343
,3194.000185,0.000274
,3192.071441,0.000285
,3190.142697,0.000322
,3188.213953,0.000347
,3186.285209,0.000395
,3184.356465,0.00043
,3182.427721,0.000455
,3180.498977,0.000513
,3178.570233,0.000525
,3176.641489,0.000463
,3174.712745,0.000413
,3172.784001,0.000394
,3170.855257,0.000388
,3168.926513,0.000357
,3166.997768,0.000261
,3165.069024,0.000221
,3163.14028,0.000392
,3161.211536,0.000607
,3159.282792,0.000663
,3157.354048,0.000615
,3155.425304,0.000513
