Unnamed: 0,Unnamed: 1
paper ermil,
,
,
Raman Shift / cm-1,INT
3200,31.440455161633
3199,31.6782027862451
3198,30.1884826916343
3197,58.0537913124867
3196,106.177131219743
3195,116.898098037241
3194,117.119358669837
3193,119.75981662473001
3192,85.6706248871145
3191,0.743888202334965
3190,-26.5675578842784
3189,-24.3791346734198
3188,-21.4784889129338
3187,-17.7223996683134
3186,-12.1060462577001
3185,39.9690749344442
3184,128.139133964118
3183,155.487399195058
3182,157.871006719599
3181,148.490390898837
3180,102.839035528569
3179,-17.9374554967626
3178,36.9665881555213
3177,229.428618534392
3176,277.12833998313
3175,277.132766511458
3174,276.365052968595
3173,263.097498846936
3172,223.935039039295
3171,228.765123976047
3170,266.960610933127
3169,276.188762210098
3168,265.645046191748
3167,198.985780008412
3166,124.879974284889
3165,51.9718233915865
3164,20.5064519601455
3163,23.2441374187316
3162,3.03423079605855
3161,-31.3582710438639
3160,-98.3417815122558
3159,-140.18056797032
3158,-105.390022429556
3157,-83.3962123351861
3156,-80.4350776159362
3155,-78.4045557006032
3154,-79.3696043617134
3153,-103.27354153445
3152,-126.203720709445
3151,-124.877341423484
3150,-123.296979798048
3149,-124.571700557384
3148,-34.0417007670182
3147,131.647960787956
3146,356.746176890448
3145,624.38418413057
3144,1033.95309817396
3143,1245.35903092166
3142,853.157287533345
3141,596.534287226151
3140,592.477184401246
3139,625.363744033614
3138,665.482687821143
3137,518.751202892103
3136,329.313358115132
3135,205.358444734089
3134,126.836636544031
3133,148.976057485927
3132,165.594732506589
3131,167.159704477771
3130,167.174240450639
3129,166.318352909293
3128,165.250768012834
3127,164.346289760656
3126,165.104871690831
3125,166.001220544385
3124,166.327433860318
3123,176.082817710375
3122,201.284681504408
3121,198.937329562127
3120,172.122762788269
3119,146.365371825702
3118,120.936234367153
3117,95.1596638499488
3116,69.4561357874995
3115,43.6280081277637
3114,26.036842609795
3113,27.1244833034941
3112,26.9758154563313
3111,24.0656818379748
3110,27.8445294181467
3109,36.9767384907611
3108,46.7590771650941
3107,55.9615138472334
3106,64.1140460514629
3105,70.6363859594706
3104,72.0870384257946
3103,72.77256551621
3102,73.0485783620483
3101,81.8828399270021
3100,104.502797185685
3099,115.509079391916
3098,116.585225630122
3097,146.085260740534
3096,190.428396989187
3095,233.638595211684
3094,281.27876304582
3093,361.32712363923
3092,426.669725377122
3091,411.839303462173
3090,376.328128648163
3089,311.880460784783
3088,263.588093979831
3087,241.247325842364
3086,197.264495191456
3085,134.433445873168
3084,111.708602555151
3083,110.751319181089
3082,110.442501062218
3081,110.348752608542
3080,110.257448672436
3079,107.300327404863
3078,89.8651525932322
3077,74.5134760363395
3076,71.8651218890851
3075,83.3491464749079
3074,121.745315696734
3073,127.995349902032
3072,88.5129292584315
3071,79.6236905410454
3070,98.9609379133225
3069,130.401855797911
3068,166.598598711782
3067,176.973136011882
3066,176.419493005603
3065,175.719715274685
3064,171.019310603608
3063,138.812149241127
3062,107.44374856812
3061,102.514988839731
3060,113.316747164264
3059,163.306120633442
3058,196.212338258802
3057,179.160548755874
3056,173.296236204959
3055,190.623891458998
3054,207.704003209863
3053,223.781836868296
3052,221.415102516555
3051,202.933678969568
3050,206.157909688134
3049,222.26106481702
3048,226.571728484322
3047,225.511306876509
3046,224.400947918217
3045,225.80803869944
3044,251.174597775546
3043,280.659857586166
3042,298.235133732652
3041,293.942588363765
3040,193.829240479753
3039,98.925028265822
3038,75.1372150336509
3037,66.5294231077628
3036,79.822673527715
3035,90.2820043428122
3034,90.2102990416389
3033,89.5349957349383
3032,88.6690865755148
3031,87.9582005615149
3030,87.495727872258
3029,93.5638194867754
3028,108.01613550247
3027,144.928290548306
3026,203.605320909424
3025,213.754126506855
3024,184.220135275446
3023,279.019879104838
3022,444.909219144953
3021,289.530418837546
3020,-32.437419911161
3019,-5.03775840974347
3018,195.435067428237
3017,334.179393602724
3016,433.311731047189
3015,353.07534221522
3014,223.782785718585
3013,244.475757246806
3012,304.736822002109
