Unnamed: 0,Unnamed: 1
cap abs,
,
,
Raman Shift / cm-1,INT
3200,-97.1032528647912
3199,-96.1370785611303
3198,-97.6661475138066
3197,-68.3639143143355
3196,-20.3573158708191
3195,-44.7749183394993
3194,-80.7402716038969
3193,-78.5406155638535
3192,-91.435845175618
3191,-129.444686125041
3190,-110.82465227683
3189,-68.1625387726908
3188,-57.8648431842136
3187,-41.2322056227703
3186,6.98664609035988
3185,38.4664560812538
3184,52.112463545186
3183,61.1148882633418
3182,80.802773263065
3181,173.722547796765
3180,211.673696202221
3179,93.4072189505465
3178,37.3929962660893
3177,38.080525199505
3176,40.3618262898023
3175,42.645282855982
3174,43.1879971381325
3173,43.4749839418147
3172,43.6286876842967
3171,68.0090740296375
3170,111.028559087504
3169,150.384629083313
3168,183.317433071331
3167,188.386141738608
3166,189.21057197008
3165,190.135171152797
3164,192.171497928671
3163,195.042032833237
3162,198.99405376517
3161,189.789618067328
3160,96.4628587426256
3159,9.67652947619684
3158,-22.6268844852223
3157,-37.1942211990303
3156,-34.0893782840259
3155,-31.8939472778521
3154,-32.7328927207141
3153,-56.3843817544256
3152,-79.0285837039741
3151,-77.4277936308696
3150,-29.9034660301444
3149,93.6178199247559
3148,240.281776948927
3147,398.980628852212
3146,530.049443048403
3145,688.780466761054
3144,1081.98775313145
3143,1278.80552098859
3142,829.158699043623
3141,549.670115453588
3140,574.217658773268
3139,493.11664649815
3138,351.412152221998
3137,249.92226614024
3136,164.295161759779
3135,78.6722109001272
3134,44.641887597783
3133,149.266485466314
3132,180.426172096882
3131,99.4735335867853
3130,51.4903176506153
3129,25.1522644946733
3128,17.6631061075014
3127,17.3458965857933
3126,20.07582388665
3125,23.0565201356479
3124,24.990167252571
3123,45.8348621870839
3122,97.6461801476907
3121,108.146616339323
3120,83.5468152847139
3119,94.3528620881193
3118,118.305765808911
3117,122.684595923053
3116,126.202392841753
3115,149.071120963084
3114,167.196745747915
3113,169.159941302455
3112,178.764373323575
3111,200.093113262723
3110,186.677231045174
3109,147.37274478176
3108,142.571279791899
3107,149.562032437244
3106,137.472950565529
3105,124.358474191398
3104,123.86413894421
3103,118.706289777873
3102,96.8245298154922
3101,91.5829688719089
3100,114.315129921344
3099,137.498172703457
3098,160.707917998009
3097,183.483548126684
3096,203.470245895029
3095,190.878996774849
3094,177.443203490575
3093,229.942780564998
3092,282.621142925942
3091,286.878811637072
3090,267.749643463823
3089,205.035843094009
3088,166.199638857863
3087,165.912226601573
3086,154.726308036464
3085,133.660339622998
3084,125.637707189484
3083,126.456297731365
3082,157.525867261595
3081,191.20219161789
3080,164.253363967826
3079,126.882892103607
3078,105.446968877787
3077,90.4077548892081
3076,87.6494629650533
3075,99.1160234812812
3074,137.752648929753
3073,167.864755280151
3072,186.784816580378
3071,215.746966851282
3070,253.568095861914
3069,279.307583243456
3068,296.825215749845
3067,301.389040665022
3066,299.28894181782
3065,283.771540765977
3064,262.244126992473
3063,227.092213887414
3062,192.867330585046
3061,171.259108105156
3060,155.711027443495
3059,154.487608654659
3058,154.023144380147
3057,152.757468356067
3056,158.517958737023
3055,176.895710981081
3054,194.582843966698
3053,210.966837033088
3052,190.205579515157
3051,137.460084734618
3050,139.134587221087
3049,173.088978415347
3048,183.40044209026
3047,182.935601422023
3046,182.351200244002
3045,182.95994988069
3044,195.324797106163
3043,210.555281552964
3042,226.380074266149
3041,237.268977231029
3040,223.748373278691
3039,207.187204779355
3038,190.722752004968
3037,178.044929350051
3036,176.292687782761
3035,175.322456287589
3034,174.609208189393
3033,173.813419966484
3032,172.827908845052
3031,171.99830315581
3030,171.417992410859
3029,184.050347094309
3028,213.679894332338
3027,257.764154415352
3026,316.056418866209
3025,294.13807861914
3024,205.331484689737
3023,294.619543229423
3022,492.311955406964
3021,505.611788149071
3020,418.069283081407
3019,359.338158645122
3018,320.570008042261
3017,410.582596671138
3016,536.435226556929
3015,462.801593310382
3014,327.32576047005
3013,262.809311261664
3012,219.699226932429
3011,177.042668222088
3010,141.741243649687
3009,156.254787168646
3008,183.181730530966
3007,220.354640262767
3006,254.993112490027
3005,259.566278056214
3004,253.79624588315
3003,217.540203133851
3002,186.217066823799
3001,204.774811928456
3000,223.50095567994
2999,213.202346604576
2998,195.088744907373
2997,158.35289895018
2996,128.513687255545
2995,136.196836003118
2994,145.761359336105
2993,146.055955355601
2992,147.711197954425
2991,158.691891582146
2990,158.900645363208
2989,114.200600665892
2988,74.673686924839
2987,70.6747114904121
2986,76.9791737235571
2985,109.124527192578
2984,129.854964329786
2983,98.5612596431911
2982,69.3287115240008
2981,65.7820533491026
2980,64.7830920614777
2979,64.0990455890644
2978,63.4502445504972
2977,62.8264965219406
2976,66.4676827449868
2975,86.8193611391491
2974,119.364504857331
2973,194.225727553918
2972,246.637374321369
2971,189.382845323395
2970,144.004007385888
2969,198.9399291275
2968,253.793604399214
2967,258.525141174916
2966,251.987411363946
2965,220.817534791591
2964,188.280947033959
2963,164.24672580393
2962,146.105709990957
2961,152.629420175171
2960,161.195739731215
2959,161.517196385923
2958,160.457510289658
2957,159.555921021677
2956,159.606650808081
2955,167.510273727157
2954,177.073592617994
2953,186.33653411714
2952,194.12457465931
2951,187.221293720545
2950,178.481187317812
2949,205.227541825644
2948,241.994216338649
2947,229.741741468284
2946,200.123119317563
2945,211.084171415681
2944,238.475872413146
