3996.35772,0.010082,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
3994.428976,0.01004,,,,
3992.500232,0.009991,,,,Actually is the green PCB green side
3990.571488,0.00992,,,,
3988.642744,0.009795,,,,
3986.714,0.009762,,,,
3984.785256,0.009924,,,,
3982.856511,0.010061,,,,
3980.927767,0.010125,,,,
3978.999023,0.010271,,,,
3977.070279,0.010356,,,,
3975.141535,0.010251,,,,
3973.212791,0.010111,,,,
3971.284047,0.010098,,,,
3969.355303,0.010211,,,,
3967.426559,0.010261,,,,
3965.497815,0.010153,,,,
3963.569071,0.010016,,,,
3961.640327,0.009962,,,,
3959.711583,0.01004,,,,
3957.782839,0.010129,,,,
3955.854094,0.010042,,,,
3953.92535,0.009919,,,,
3951.996606,0.009975,,,,
3950.067862,0.01006,,,,
3948.139118,0.009994,,,,
3946.210374,0.009932,,,,
3944.28163,0.009999,,,,
3942.352886,0.010067,,,,
3940.424142,0.009995,,,,
3938.495398,0.009879,,,,
3936.566654,0.00993,,,,
3934.63791,0.010106,,,,
3932.709166,0.010156,,,,
3930.780422,0.010075,,,,
3928.851677,0.010117,,,,
3926.922933,0.01026,,,,
3924.994189,0.010195,,,,
3923.065445,0.009892,,,,
3921.136701,0.009705,,,,
3919.207957,0.009755,,,,
3917.279213,0.009785,,,,
3915.350469,0.009744,,,,
3913.421725,0.009653,,,,
3911.492981,0.009467,,,,
3909.564237,0.009392,,,,
3907.635493,0.009484,,,,
3905.706749,0.009509,,,,
3903.778004,0.009522,,,,
3901.84926,0.009747,,,,
3899.920516,0.009981,,,,
3897.991772,0.009918,,,,
3896.063028,0.009715,,,,
3894.134284,0.009639,,,,
3892.20554,0.009666,,,,
3890.276796,0.009653,,,,
3888.348052,0.009601,,,,
3886.419308,0.009549,,,,
3884.490564,0.009524,,,,
3882.56182,0.009606,,,,
3880.633076,0.009702,,,,
3878.704332,0.009645,,,,
3876.775587,0.009536,,,,
3874.846843,0.009592,,,,
3872.918099,0.009862,,,,
3870.989355,0.010095,,,,
3869.060611,0.010048,,,,
3867.131867,0.009884,,,,
3865.203123,0.009745,,,,
3863.274379,0.009544,,,,
3861.345635,0.009356,,,,
3859.416891,0.009335,,,,
3857.488147,0.009544,,,,
3855.559403,0.00984,,,,
3853.630659,0.00985,,,,
3851.701915,0.009539,,,,
3849.77317,0.009226,,,,
3847.844426,0.009036,,,,
3845.915682,0.008983,,,,
3843.986938,0.00903,,,,
3842.058194,0.009179,,,,
3840.12945,0.009403,,,,
3838.200706,0.009463,,,,
3836.271962,0.009382,,,,
3834.343218,0.00938,,,,
3832.414474,0.009331,,,,
3830.48573,0.009181,,,,
3828.556986,0.009085,,,,
3826.628242,0.009038,,,,
3824.699497,0.009075,,,,
3822.770753,0.00914,,,,
3820.842009,0.009007,,,,
3818.913265,0.008872,,,,
3816.984521,0.008968,,,,
3815.055777,0.009099,,,,
3813.127033,0.009134,,,,
3811.198289,0.009107,,,,
3809.269545,0.009031,,,,
3807.340801,0.008993,,,,
3805.412057,0.009058,,,,
3803.483313,0.009144,,,,
3801.554569,0.009166,,,,
3799.625825,0.009143,,,,
3797.69708,0.009124,,,,
3795.768336,0.009126,,,,
3793.839592,0.009126,,,,
3791.910848,0.009068,,,,
3789.982104,0.0089,,,,
3788.05336,0.008717,,,,
3786.124616,0.008759,,,,
3784.195872,0.008974,,,,
3782.267128,0.009071,,,,
3780.338384,0.009052,,,,
3778.40964,0.009036,,,,
3776.480896,0.008944,,,,
3774.552152,0.008756,,,,
