3996.35772,-0.047931
3994.428976,-0.048161
3992.500232,-0.048272
3990.571488,-0.04831
3988.642744,-0.048296
3986.714,-0.048107
3984.785256,-0.047842
3982.856511,-0.047765
3980.927767,-0.047885
3978.999023,-0.04801
3977.070279,-0.048043
3975.141535,-0.047995
3973.212791,-0.047928
3971.284047,-0.047901
3969.355303,-0.047943
3967.426559,-0.048015
3965.497815,-0.048019
3963.569071,-0.04804
3961.640327,-0.04823
3959.711583,-0.048416
3957.782839,-0.048376
3955.854094,-0.048204
3953.92535,-0.04804
3951.996606,-0.048008
3950.067862,-0.048246
3948.139118,-0.048568
3946.210374,-0.048636
3944.28163,-0.048461
3942.352886,-0.048285
3940.424142,-0.048262
3938.495398,-0.048405
3936.566654,-0.048642
3934.63791,-0.048823
3932.709166,-0.048879
3930.780422,-0.048895
3928.851677,-0.048881
3926.922933,-0.048859
3924.994189,-0.048856
3923.065445,-0.048735
3921.136701,-0.048588
3919.207957,-0.048584
3917.279213,-0.048549
3915.350469,-0.048441
3913.421725,-0.048431
3911.492981,-0.048498
3909.564237,-0.048571
3907.635493,-0.048611
3905.706749,-0.048556
3903.778004,-0.048392
3901.84926,-0.048171
3899.920516,-0.048047
3897.991772,-0.048146
3896.063028,-0.048373
3894.134284,-0.048544
3892.20554,-0.048547
3890.276796,-0.048462
3888.348052,-0.048468
3886.419308,-0.048604
3884.490564,-0.048644
3882.56182,-0.048421
3880.633076,-0.048246
3878.704332,-0.048283
3876.775587,-0.048286
3874.846843,-0.048239
3872.918099,-0.048192
3870.989355,-0.048237
3869.060611,-0.048459
3867.131867,-0.048569
3865.203123,-0.048518
3863.274379,-0.048543
3861.345635,-0.048623
3859.416891,-0.048599
3857.488147,-0.048454
3855.559403,-0.048417
3853.630659,-0.048663
3851.701915,-0.048906
3849.77317,-0.048815
3847.844426,-0.048489
3845.915682,-0.048221
3843.986938,-0.048106
3842.058194,-0.048004
3840.12945,-0.047916
3838.200706,-0.047989
3836.271962,-0.048117
3834.343218,-0.048196
3832.414474,-0.04838
3830.48573,-0.048614
3828.556986,-0.048637
3826.628242,-0.048469
3824.699497,-0.04838
3822.770753,-0.048451
3820.842009,-0.04846
3818.913265,-0.04828
3816.984521,-0.048081
3815.055777,-0.048023
3813.127033,-0.048123
3811.198289,-0.048303
3809.269545,-0.048428
3807.340801,-0.048454
3805.412057,-0.048422
3803.483313,-0.04838
3801.554569,-0.048414
3799.625825,-0.048501
3797.69708,-0.048591
3795.768336,-0.048744
3793.839592,-0.048834
3791.910848,-0.048618
3789.982104,-0.048241
3788.05336,-0.048125
3786.124616,-0.048322
3784.195872,-0.048463
3782.267128,-0.048371
3780.338384,-0.048226
3778.40964,-0.048179
3776.480896,-0.048233
3774.552152,-0.048268
3772.623408,-0.048231
3770.694663,-0.04828
3768.765919,-0.048408
3766.837175,-0.048447
3764.908431,-0.048399
3762.979687,-0.048349
3761.050943,-0.048314
3759.122199,-0.048207
3757.193455,-0.048099
3755.264711,-0.048097
3753.335967,-0.048085
3751.407223,-0.048192
3749.478479,-0.048408
3747.549735,-0.048249
3745.62099,-0.04786
3743.692246,-0.047867
3741.763502,-0.048128
3739.834758,-0.048145
3737.906014,-0.047974
3735.97727,-0.047774
3734.048526,-0.047582
3732.119782,-0.047555
3730.191038,-0.047729
3728.262294,-0.047947
3726.33355,-0.048057
3724.404806,-0.04803
3722.476062,-0.047953
3720.547318,-0.047879
3718.618573,-0.047911
3716.689829,-0.048049
3714.761085,-0.048104
3712.832341,-0.048086
3710.903597,-0.048099
3708.974853,-0.048125
3707.046109,-0.048197
3705.117365,-0.048179
3703.188621,-0.047944
